step,time,environment,noise,atomic_frequency,true_detuning,excitation_probability_plus,excitation_probability_minus,measured_frequency,measured_offset,estimated_offset,servo_correction,corrected_offset,fractional_frequency
2900,2900.0,"{'time': 2900.0, 'dt': 1.0, 'elapsed_time': 2900.0, 'temperature': 300.0515747284495, 'magnetic': 5.0503832494546675e-05, 'laser_power': 0.9987962487824198, 'pressure': 101321.86985289172, 'humidity': 45.094084284238505}","{'white': 9.722125042199888e-05, 'random_walk': 5.471998205655087e-06, 'flicker': -7.022465256848848e-06, 'laser_phase': -2.4972472832298374e-06, 'qpn': 7.246338485431173e-14, 'temperature': 1.0314945689901834e-06, 'zeeman': 2.519162472733361e-09, 'blackbody': 5.571507211589813e-07, 'aging': 1.45e-06, 'total': 9.621470061266055e-05}",429228004229873.0,0.0001766021048792286,0.4999445188125843,0.5000554811874157,429228004229873.0,0.00027740593707858974,0.0002730549756715014,1.565274878357507e-05,0.00016094935609565353,6.462903965837817e-19
2901,2901.0,"{'time': 2901.0, 'dt': 1.0, 'elapsed_time': 2901.0, 'temperature': 300.0326330069434, 'magnetic': 5.0362358663510184e-05, 'laser_power': 0.9989903959054739, 'pressure': 101321.1135091005, 'humidity': 45.043125178631506}","{'white': -9.23381874161844e-05, 'random_walk': 4.208409643654162e-06, 'flicker': -4.980623109413215e-06, 'laser_phase': -2.6067884149295245e-06, 'qpn': -2.944645195333668e-14, 'temperature': 6.526601388679865e-07, 'zeeman': 1.8117933175509065e-09, 'blackbody': 3.5249398446865084e-07, 'aging': 1.4505000000000001e-06, 'total': -9.325972340966526e-05}",429228004229873.0,6.768963268598827e-05,0.4999787346747293,0.5000212653252708,429228004229873.0,0.00010632662635373658,0.0001700111889049574,1.050055944524787e-05,5.71890732407404e-05,2.4771595819920774e-19
2902,2902.0,"{'time': 2902.0, 'dt': 1.0, 'elapsed_time': 2902.0, 'temperature': 300.0518307396828, 'magnetic': 5.039790896308682e-05, 'laser_power': 0.9988476911303306, 'pressure': 101321.20039225495, 'humidity': 45.02013914854888}","{'white': 9.949691941604685e-05, 'random_walk': 4.672620238473541e-06, 'flicker': -6.4144105971688045e-06, 'laser_phase': 2.9135974885956373e-08, 'qpn': -1.3274115906000111e-14, 'temperature': 1.036614793656554e-06, 'zeeman': 1.9895448154340773e-09, 'blackbody': 5.599170722650528e-07, 'aging': 1.4510000000000002e-06, 'total': 0.00010083378642970046}",429228004229873.0,0.00015802285967044086,0.49995035565457757,0.5000496443454224,429228004229873.0,0.0002482217271121412,0.00021834795979541925,1.2917397989770963e-05,0.0001451054616806699,5.782980715750459e-19
2903,2903.0,"{'time': 2903.0, 'dt': 1.0, 'elapsed_time': 2903.0, 'temperature': 300.0412752914823, 'magnetic': 5.0309790555938254e-05, 'laser_power': 0.9986151869140504, 'pressure': 101320.97104534108, 'humidity': 44.98344332298511}","{'white': -6.199780936903957e-06, 'random_walk': 3.910808855913889e-06, 'flicker': -8.674166135089059e-06, 'laser_phase': -9.7192444228508e-07, 'qpn': -2.177582555567264e-14, 'temperature': 8.255058296458629e-07, 'zeeman': 1.5489527796912566e-09, 'blackbody': 4.4586515353040695e-07, 'aging': 1.4515e-06, 'total': -9.210642744184073e-06}",429228004229873.0,0.00013589481893648583,0.49995730738356864,0.5000426926164313,429228004229873.0,0.00021346308215666743,0.0002153289393837863,1.2766446969189314e-05,0.0001231283719672965,4.973186279857624e-19
2904,2904.0,"{'time': 2904.0, 'dt': 1.0, 'elapsed_time': 2904.0, 'temperature': 300.05234860115337, 'magnetic': 5.037750857846141e-05, 'laser_power': 0.9982182459341524, 'pressure': 101320.45442753799, 'humidity': 44.97591062436888}","{'white': 0.00010439109964164817, 'random_walk': 4.680926247926942e-06, 'flicker': -1.24685658635349e-05, 'laser_phase': -1.9009367608142594e-06, 'qpn': -4.718299293918476e-15, 'temperature': 1.0469720230673829e-06, 'zeeman': 1.887542892307041e-09, 'blackbody': 5.655128899780273e-07, 'aging': 1.452e-06, 'total': 9.776889571644538e-05}",429228004229873.0,0.00022089726768374188,0.4999306030768874,0.5000693969231125,429228004229873.0,0.00034698461556265103,0.0002966966220741746,1.683483110370873e-05,0.00020406243658003316,8.083923046568589e-19
2905,2905.0,"{'time': 2905.0, 'dt': 1.0, 'elapsed_time': 2905.0, 'temperature': 300.0634765885636, 'magnetic': 5.026341280073791e-05, 'laser_power': 0.9982267214425928, 'pressure': 101320.58969919408, 'humidity': 44.97096030317924}","{'white': 0.00021552875982895465, 'random_walk': 3.653221044230394e-06, 'flicker': -1.202783122570161e-05, 'laser_phase': 1.4120292396323929e-07, 'qpn': -3.259265221354494e-15, 'temperature': 1.269531771272341e-06, 'zeeman': 1.317064003689543e-09, 'blackbody': 6.857647681544304e-07, 'aging': 1.4525e-06, 'total': 0.00021070446617161786}",429228004229873.0,0.000414766902751651,0.49986969713601115,0.5001303028639887,429228004229873.0,0.0006515143199439799,0.0005159860191677055,2.7799300958385277e-05,0.0003869676017932657,1.5178746808772093e-18
2906,2906.0,"{'time': 2906.0, 'dt': 1.0, 'elapsed_time': 2906.0, 'temperature': 300.0373558350084, 'magnetic': 5.037101841393563e-05, 'laser_power': 0.9985426146819348, 'pressure': 101321.10080787208, 'humidity': 45.00101009459897}","{'white': -4.5820987421948865e-05, 'random_walk': 4.808301016428948e-06, 'flicker': -8.552754988414179e-06, 'laser_phase': 1.346140981674696e-06, 'qpn': 1.768139848998992e-14, 'temperature': 7.471167001676805e-07, 'zeeman': 1.8550920696781297e-09, 'blackbody': 4.0351837910022734e-07, 'aging': 1.4530000000000001e-06, 'total': -4.5613810223240406e-05}",429228004229873.0,0.0003413537915700253,0.4998927605444351,0.5001072394555649,429228004229873.0,0.0005361972778245017,0.000528477263973021,2.8423863198651055e-05,0.0003129299283713743,1.249213174677534e-18
2907,2907.0,"{'time': 2907.0, 'dt': 1.0, 'elapsed_time': 2907.0, 'temperature': 300.0508916379167, 'magnetic': 5.0518328444814965e-05, 'laser_power': 0.9992810059312323, 'pressure': 101322.34119369443, 'humidity': 45.06185695677735}","{'white': 8.939483218059867e-05, 'random_walk': 6.392706849403011e-06, 'flicker': -1.0422596556310896e-06, 'laser_phase': 3.7000404188930074e-06, 'qpn': 3.652023844221575e-14, 'temperature': 1.0178327583344072e-06, 'zeeman': 2.5916422240748132e-09, 'blackbody': 5.49769563093853e-07, 'aging': 1.4535000000000001e-06, 'total': 0.0001014690137934362}",429228004229873.0,0.0004143989421648105,0.49986981273423503,0.500130187265765,429228004229873.0,0.0006509363288248471,0.0006041611282819771,3.220805641409886e-05,0.0003821908857507116,1.5165280979109608e-18
2908,2908.0,"{'time': 2908.0, 'dt': 1.0, 'elapsed_time': 2908.0, 'temperature': 300.0352719076596, 'magnetic': 5.05875097956511e-05, 'laser_power': 0.9996721732241629, 'pressure': 101323.35451727315, 'humidity': 45.01226189180799}","{'white': -6.694467765275067e-05, 'random_walk': 7.2400188912088395e-06, 'flicker': 2.614142204854995e-06, 'laser_phase': 3.056244263618855e-06, 'qpn': -2.901475550028867e-14, 'temperature': 7.054381531918352e-07, 'zeeman': 2.937548978255503e-09, 'blackbody': 3.8100378979301455e-07, 'aging': 1.4540000000000002e-06, 'total': -5.1490892830119634e-05}",429228004229873.0,0.000330699992920592,0.49989610753391744,0.5001038924660826,429228004229873.0,0.0005194623304127788,0.0005518143923925554,2.9590719619627772e-05,0.0003011092733009642,1.210224694786179e-18
2909,2909.0,"{'time': 2909.0, 'dt': 1.0, 'elapsed_time': 2909.0, 'temperature': 300.047560106743, 'magnetic': 5.0501777467304874e-05, 'laser_power': 0.9999448371150048, 'pressure': 101323.28005359539, 'humidity': 45.03599009418137}","{'white': 5.579510813929365e-05, 'random_walk': 6.5589485464418815e-06, 'flicker': 4.9154535048701685e-06, 'laser_phase': -3.4177993183542663e-07, 'qpn': 1.4384064125726652e-14, 'temperature': 9.51202134859841e-07, 'zeeman': 2.508887336524357e-09, 'blackbody': 5.137713117770195e-07, 'aging': 1.4545e-06, 'total': 6.984971260712774e-05}",429228004229873.0,0.00037095898590809194,0.4998834597985639,0.500116540201436,429228004229873.0,0.0005827010071803029,0.0005709033701288085,3.054516850644042e-05,0.0003404138174016515,1.3575558943918242e-18
2910,2910.0,"{'time': 2910.0, 'dt': 1.0, 'elapsed_time': 2910.0, 'temperature': 300.0278914343505, 'magnetic': 5.056604679144132e-05, 'laser_power': 1.0000506250168477, 'pressure': 101323.39054896437, 'humidity': 45.132781707290114}","{'white': -0.00014103381860814242, 'random_walk': 7.352175027997779e-06, 'flicker': 5.454205730313652e-06, 'laser_phase': 2.4222249437399046e-07, 'qpn': 5.85068489954199e-14, 'temperature': 5.578286870104421e-07, 'zeeman': 2.8302339572065725e-09, 'blackbody': 3.0126950192337035e-07, 'aging': 1.455e-06, 'total': -0.0001256682868740591}",429228004229873.0,0.0002147455305275924,0.49993253570209495,0.5000674642979049,429228004229873.0,0.00033732148952497765,0.0004265418287595212,2.3327091437976062e-05,0.00019141843908961634,7.858795004072594e-19
2911,2911.0,"{'time': 2911.0, 'dt': 1.0, 'elapsed_time': 2911.0, 'temperature': 300.0381842022888, 'magnetic': 5.058329193017528e-05, 'laser_power': 1.000098229115525, 'pressure': 101323.52175756519, 'humidity': 45.24121626837645}","{'white': -3.824833982678234e-05, 'random_walk': 7.694440452769761e-06, 'flicker': 5.410138652478562e-06, 'laser_phase': 3.151891127808055e-07, 'qpn': 6.665411713928336e-14, 'temperature': 7.636840457757899e-07, 'zeeman': 2.9164596508763792e-09, 'blackbody': 4.124681251984596e-07, 'aging': 1.4555e-06, 'total': -2.219400291147397e-05}",429228004229873.0,0.00016922443617814237,0.49994683657554956,0.5000531634244504,429228004229873.0,0.0002658171222520711,0.00032720849730606563,1.8360424865303282e-05,0.00015086401131283908,6.192911917035888e-19
2912,2912.0,"{'time': 2912.0, 'dt': 1.0, 'elapsed_time': 2912.0, 'temperature': 300.0426613270336, 'magnetic': 5.0509065192321194e-05, 'laser_power': 1.0010287690574722, 'pressure': 101323.39747803117, 'humidity': 45.156133035648466}","{'white': 6.380709241374871e-06, 'random_walk': 7.127160653281498e-06, 'flicker': 1.422363876446681e-05, 'laser_phase': -4.89701879534536e-07, 'qpn': -4.815534441627165e-14, 'temperature': 8.532265406722673e-07, 'zeeman': 2.545325961605957e-09, 'blackbody': 4.608406206770897e-07, 'aging': 1.4560000000000001e-06, 'total': 3.0014419218744267e-05}",429228004229873.0,0.00018087843053158335,0.4999431753652671,0.5000568246347328,429228004229873.0,0.0002841231736641636,0.0003005803028790808,1.7029015143954042e-05,0.0001638494153876293,6.61939973310785e-19
2913,2913.0,"{'time': 2913.0, 'dt': 1.0, 'elapsed_time': 2913.0, 'temperature': 300.0346290386609, 'magnetic': 5.0369134487147274e-05, 'laser_power': 1.0000773478714413, 'pressure': 101323.24802096836, 'humidity': 45.14949957667183}","{'white': -7.408437064288512e-05, 'random_walk': 5.880573159238642e-06, 'flicker': 3.8014475564478736e-06, 'laser_phase': -5.777563236171458e-07, 'qpn': -2.1064789582029698e-15, 'temperature': 6.925807732181966e-07, 'zeeman': 1.8456724357363588e-09, 'blackbody': 3.740583777183533e-07, 'aging': 1.4565000000000002e-06, 'total': -6.245512142954993e-05}",429228004229873.0,0.00010139429395807938,0.49996814604312007,0.50003185395688,429228004229873.0,0.00015926978439981254,0.0002132455994910229,1.2662279974551147e-05,8.873201398352823e-05,3.710610277760806e-19
2914,2914.0,"{'time': 2914.0, 'dt': 1.0, 'elapsed_time': 2914.0, 'temperature': 300.05385697426993, 'magnetic': 5.042100061373906e-05, 'laser_power': 1.0003653976319336, 'pressure': 101322.83645554639, 'humidity': 45.190756248236596}","{'white': 0.00011805279151289066, 'random_walk': 6.509974771300707e-06, 'flicker': 6.34047434144642e-06, 'laser_phase': -1.421587875463546e-06, 'qpn': 2.654799785892345e-14, 'temperature': 1.077139485398675e-06, 'zeeman': 2.105003068695276e-09, 'blackbody': 5.818119718406677e-07, 'aging': 1.4570000000000002e-06, 'total': 0.00013259970923703025}",429228004229873.0,0.00022133172322055849,0.4999304665886565,0.5000695334113436,429228004229873.0,0.0003476670567179041,0.0002963226288745257,1.6816131443726288e-05,0.00020451559177683218,8.0998223156872835e-19
2915,2915.0,"{'time': 2915.0, 'dt': 1.0, 'elapsed_time': 2915.0, 'temperature': 300.0559782426536, 'magnetic': 5.04478276844815e-05, 'laser_power': 1.0005583865184857, 'pressure': 101322.24738028561, 'humidity': 45.23966291365213}","{'white': 0.0001391232836398735, 'random_walk': 6.904545662846867e-06, 'flicker': 7.819014588791403e-06, 'laser_phase': -2.012820309875084e-06, 'qpn': 3.1633074228159824e-14, 'temperature': 1.1195648530724613e-06, 'zeeman': 2.239138422407485e-09, 'blackbody': 6.047342541465759e-07, 'aging': 1.4575e-06, 'total': 0.0001550180618589112}",429228004229873.0,0.0003595336536357434,0.49988704917246257,0.5001129508275374,429228004229873.0,0.0005647541376870013,0.0004622224249720526,2.5111121248602633e-05,0.00033442253238714074,1.315743921928606e-18
2916,2916.0,"{'time': 2916.0, 'dt': 1.0, 'elapsed_time': 2916.0, 'temperature': 300.05988843872586, 'magnetic': 5.0466688093851735e-05, 'laser_power': 1.0002332885533778, 'pressure': 101322.22143525191, 'humidity': 45.213848619628465}","{'white': 0.00017808305487614193, 'random_walk': 7.227498061893705e-06, 'flicker': 4.06532673807484e-06, 'laser_phase': -2.5782282085924894e-07, 'qpn': -1.261262145037763e-14, 'temperature': 1.1977687745172716e-06, 'zeeman': 2.3334404692586617e-09, 'blackbody': 6.469888417713165e-07, 'aging': 1.458e-06, 'total': 0.00019242314789939642}",429228004229873.0,0.0005268456802865371,0.4998344865511464,0.5001655134488535,429228004229873.0,0.0008275672442678572,0.0006880179409105482,3.6400897045527415e-05,0.0004904447832410097,1.9280364657303527e-18
2917,2917.0,"{'time': 2917.0, 'dt': 1.0, 'elapsed_time': 2917.0, 'temperature': 300.03848985543266, 'magnetic': 5.051748575740559e-05, 'laser_power': 1.000361356181544, 'pressure': 101322.77897484985, 'humidity': 45.228116774474806}","{'white': -3.604496531602945e-05, 'random_walk': 7.875481125587763e-06, 'flicker': 5.056114622619066e-06, 'laser_phase': 1.5978147339124378e-06, 'qpn': 1.1127076343346626e-14, 'temperature': 7.697971086531652e-07, 'zeeman': 2.587428787027939e-09, 'blackbody': 4.157704448399544e-07, 'aging': 1.4585e-06, 'total': -1.8868899840502962e-05}",429228004229873.0,0.0004715758834005068,0.4998518500690776,0.5001481499309224,429228004229873.0,0.0007407496546119052,0.0007206079322630153,3.803039661315077e-05,0.000433545486787356,1.7257719610838739e-18
2918,2918.0,"{'time': 2918.0, 'dt': 1.0, 'elapsed_time': 2918.0, 'temperature': 300.0334676907279, 'magnetic': 5.0451891982298484e-05, 'laser_power': 1.0000618678360729, 'pressure': 101322.73016031455, 'humidity': 45.31329012355604}","{'white': -8.640879739781828e-05, 'random_walk': 7.374789101738373e-06, 'flicker': 1.7362977964178768e-06, 'laser_phase': -2.9677634432551065e-07, 'qpn': 5.3841410742437646e-14, 'temperature': 6.693538145577805e-07, 'zeeman': 2.2594599114924073e-09, 'blackbody': 3.615115490211487e-07, 'aging': 1.4590000000000001e-06, 'total': -7.51023619666557e-05}",429228004229873.0,0.0003584431248207003,0.49988739177218533,0.5001126082278147,429228004229873.0,0.0005630411390733503,0.0006232262985734769,3.316131492867385e-05,0.00032528180989202645,1.3117530392350953e-18
2919,2919.0,"{'time': 2919.0, 'dt': 1.0, 'elapsed_time': 2919.0, 'temperature': 300.06167178466484, 'magnetic': 5.052199534287419e-05, 'laser_power': 1.000118156342686, 'pressure': 101322.0947309985, 'humidity': 45.31802473637142}","{'white': 0.00019548995916476283, 'random_walk': 8.211390302184959e-06, 'flicker': 2.156487000944179e-06, 'laser_phase': -2.1671368150617498e-06, 'qpn': 6.600249171902502e-15, 'temperature': 1.2334356932967695e-06, 'zeeman': 2.6099767143709296e-09, 'blackbody': 6.662606866165161e-07, 'aging': 1.4595000000000002e-06, 'total': 0.00020705250601605812}",429228004229873.0,0.0005323343159080846,0.4998327622455072,0.5001672377544928,429228004229873.0,0.0008361887724639416,0.0007548443457660462,3.9742217288302314e-05,0.0004925920986197823,1.948122592709773e-18
2920,2920.0,"{'time': 2920.0, 'dt': 1.0, 'elapsed_time': 2920.0, 'temperature': 300.03423693384195, 'magnetic': 5.066938767224456e-05, 'laser_power': 0.9993091956806563, 'pressure': 101322.3450785452, 'humidity': 45.26795227276147}","{'white': -7.900072964370534e-05, 'random_walk': 9.841912198750878e-06, 'flicker': -6.089690148102684e-06, 'laser_phase': 6.119258219088015e-07, 'qpn': -2.622718132951106e-14, 'temperature': 6.847386768390607e-07, 'zeeman': 3.3469383612227816e-09, 'blackbody': 3.698221873615265e-07, 'aging': 1.46e-06, 'total': -7.21186739948137e-05}",429228004229873.0,0.0004204734246249686,0.49986790437935347,0.5001320956206464,429228004229873.0,0.000660478103232387,0.0006965228004896288,3.682614002448144e-05,0.00038364728460048715,1.5387581814877765e-18
2921,2921.0,"{'time': 2921.0, 'dt': 1.0, 'elapsed_time': 2921.0, 'temperature': 300.04205607278664, 'magnetic': 5.071591286110833e-05, 'laser_power': 0.9998547202410145, 'pressure': 101322.36783187382, 'humidity': 45.30065405481532}","{'white': -9.515185483472203e-07, 'random_walk': 1.0507980389061935e-05, 'flicker': -3.708776893819297e-07, 'laser_phase': -9.659145475501513e-08, 'qpn': 2.2836496505445863e-14, 'temperature': 8.411214557327185e-07, 'zeeman': 3.5795643055416404e-09, 'blackbody': 4.543011055381775e-07, 'aging': 1.4605e-06, 'total': 1.1848494844990704e-05}",429228004229873.0,0.0003954957794454778,0.4998757513377555,0.5001242486622444,429228004229873.0,0.0006212433112220972,0.0006499975174665614,3.449987587332807e-05,0.00036099590357214974,1.447350371131401e-18
2922,2922.0,"{'time': 2922.0, 'dt': 1.0, 'elapsed_time': 2922.0, 'temperature': 300.0355407412676, 'magnetic': 5.0718989313752405e-05, 'laser_power': 1.0003630879361827, 'pressure': 101322.58652497541, 'humidity': 45.26817378890035}","{'white': -6.624700986121024e-05, 'random_walk': 1.0753518773835156e-05, 'flicker': 4.677247151745586e-06, 'laser_phase': 5.28552735442179e-07, 'qpn': -1.588031089119918e-14, 'temperature': 7.108148253519175e-07, 'zeeman': 3.594946568762012e-09, 'blackbody': 3.8390822086906433e-07, 'aging': 1.461e-06, 'total': -4.772837322327789e-05}",429228004229873.0,0.00031326753034887186,0.4999015841034402,0.5000984158965597,429228004229873.0,0.0004920794827986685,0.0005523988046052194,2.9619940230260974e-05,0.00028364759011861087,1.1464291191381246e-18
2923,2923.0,"{'time': 2923.0, 'dt': 1.0, 'elapsed_time': 2923.0, 'temperature': 300.03938923596723, 'magnetic': 5.079898524059463e-05, 'laser_power': 0.9997990112309094, 'pressure': 101322.1626369089, 'humidity': 45.29288975111293}","{'white': -2.790423675634324e-05, 'random_walk': 1.1769174836383095e-05, 'flicker': -1.249700648069759e-06, 'laser_phase': -1.5029242141377168e-06, 'qpn': 1.804766279435207e-14, 'temperature': 7.877847193446997e-07, 'zeeman': 3.994926202973146e-09, 'blackbody': 4.254875374230385e-07, 'aging': 1.4615000000000001e-06, 'total': -1.6208919581149246e-05}",429228004229873.0,0.0002674386705374616,0.4999159816641308,0.5000840183358691,429228004229873.0,0.0004200916793457854,0.00047062850424109946,2.5531425212054975e-05,0.0002419072453254066,9.787145181720373e-19
2924,2924.0,"{'time': 2924.0, 'dt': 1.0, 'elapsed_time': 2924.0, 'temperature': 300.0378024408636, 'magnetic': 5.062970986374182e-05, 'laser_power': 1.000484470002885, 'pressure': 101321.6695840268, 'humidity': 45.27706045542469}","{'white': -4.391435945417976e-05, 'random_walk': 1.0316116640033406e-05, 'flicker': 5.6293627519467685e-06, 'laser_phase': -1.7500682124135845e-06, 'qpn': -5.982900399589154e-15, 'temperature': 7.560488172714486e-07, 'zeeman': 3.148549318709102e-09, 'blackbody': 4.083435351341248e-07, 'aging': 1.4620000000000001e-06, 'total': -2.7089407378871787e-05}",429228004229873.0,0.00021481783794653482,0.4999325129860497,0.5000674870139504,429228004229873.0,0.000337435069751868,0.0003883104346484219,2.1415521732421098e-05,0.00019340231621411372,7.861441155436697e-19
2925,2925.0,"{'time': 2925.0, 'dt': 1.0, 'elapsed_time': 2925.0, 'temperature': 300.03601288731517, 'magnetic': 5.0581050219275545e-05, 'laser_power': 1.000017936773915, 'pressure': 101322.09333196511, 'humidity': 45.27706042253154}","{'white': -6.19520643687098e-05, 'random_walk': 1.0018433154493184e-05, 'flicker': 6.433291884953921e-07, 'laser_phase': 1.1368107142682542e-06, 'qpn': 3.324705729207347e-15, 'temperature': 7.202577463033322e-07, 'zeeman': 2.905251096377713e-09, 'blackbody': 3.8900922272357943e-07, 'aging': 1.4625000000000002e-06, 'total': -4.757881908800497e-05}",429228004229873.0,0.00014582349712610875,0.4999541881973348,0.5000458118026652,429228004229873.0,0.00022905901332595513,0.00028988764351440773,1.6494382175720387e-05,0.00012932911495038837,5.336534687128256e-19
2926,2926.0,"{'time': 2926.0, 'dt': 1.0, 'elapsed_time': 2926.0, 'temperature': 300.0520588464239, 'magnetic': 5.05027018915431e-05, 'laser_power': 1.0010835508201938, 'pressure': 101321.19914093305, 'humidity': 45.192262468684795}","{'white': 9.836535952108917e-05, 'random_walk': 9.409264942951463e-06, 'flicker': 1.1244105119391904e-05, 'laser_phase': -3.031342690669279e-06, 'qpn': -4.755404723766882e-14, 'temperature': 1.0411769284780805e-06, 'zeeman': 2.5135094577154967e-09, 'blackbody': 5.623819049777031e-07, 'aging': 1.463e-06, 'total': 0.00011905645918812271}",429228004229873.0,0.0002483855741385111,0.4999219673708197,0.5000780326291804,429228004229873.0,0.0003901631459017618,0.00035186131222876376,1.9593065611438188e-05,0.0002287925085270729,9.089880950377366e-19
2927,2927.0,"{'time': 2927.0, 'dt': 1.0, 'elapsed_time': 2927.0, 'temperature': 300.05976737544546, 'magnetic': 5.053502500154144e-05, 'laser_power': 1.0012000663207121, 'pressure': 101321.49079576806, 'humidity': 45.21697758281862}","{'white': 0.00017530848477164288, 'random_walk': 9.883306610397848e-06, 'flicker': 1.182662502273309e-05, 'laser_phase': 6.863959699313774e-07, 'qpn': 1.7136218104513473e-14, 'temperature': 1.1953475089092081e-06, 'zeeman': 2.6751250077071996e-09, 'blackbody': 6.456805759469986e-07, 'aging': 1.4635e-06, 'total': 0.00020101201560170534}",429228004229873.0,0.00042980452412877824,0.49986497292809295,0.5001350270719069,429228004229873.0,0.0006751353595349507,0.0005516556611447287,2.9582783057236436e-05,0.0004002217410715418,1.5729061311977726e-18
2928,2928.0,"{'time': 2928.0, 'dt': 1.0, 'elapsed_time': 2928.0, 'temperature': 300.0452484204458, 'magnetic': 5.042238380233269e-05, 'laser_power': 1.001549158457213, 'pressure': 101321.89131895847, 'humidity': 45.28405958849924}","{'white': 2.9976772043395064e-05, 'random_walk': 8.917402118772743e-06, 'flicker': 1.4734917045823737e-05, 'laser_phase': 1.0515020315942255e-06, 'qpn': 4.2852934402194905e-14, 'temperature': 9.049684089154654e-07, 'zeeman': 2.111919011663428e-09, 'blackbody': 4.88793512587738e-07, 'aging': 1.464e-06, 'total': 5.754046712295357e-05}",429228004229873.0,0.00045776220819449535,0.49985618976294727,0.5001438102370527,429228004229873.0,0.0007190511852635251,0.0006551117846147476,3.4755589230737385e-05,0.000423006618963758,1.6752196459167592e-18
2929,2929.0,"{'time': 2929.0, 'dt': 1.0, 'elapsed_time': 2929.0, 'temperature': 300.05990737006005, 'magnetic': 5.0442759896227034e-05, 'laser_power': 1.0008579260255361, 'pressure': 101322.8397540449, 'humidity': 45.2274708999791}","{'white': 0.00017642410769011654, 'random_walk': 9.247878198416006e-06, 'flicker': 7.123680253080447e-06, 'laser_phase': 2.8210578624455556e-06, 'qpn': -3.054449805008823e-14, 'temperature': 1.1981474012009132e-06, 'zeeman': 2.213799481135158e-09, 'blackbody': 6.471934226712227e-07, 'aging': 1.4645000000000001e-06, 'total': 0.0001989287785968673}",429228004229873.0,0.0006219353975606253,0.4998046132373743,0.5001953867626256,429228004229873.0,0.0009769338131283833,0.0008540087365646123,4.470043682823062e-05,0.0005772349607323946,2.276025337352375e-18
2930,2930.0,"{'time': 2930.0, 'dt': 1.0, 'elapsed_time': 2930.0, 'temperature': 300.04565881705395, 'magnetic': 5.0403803706698136e-05, 'laser_power': 1.000599717049167, 'pressure': 101323.26510902475, 'humidity': 45.235144461942916}","{'white': 3.379641936723808e-05, 'random_walk': 8.99114427199515e-06, 'flicker': 4.2581854768484394e-06, 'laser_phase': 1.216421423474774e-06, 'qpn': 7.333787978038967e-15, 'temperature': 9.131763410789518e-07, 'zeeman': 2.0190185334906693e-09, 'blackbody': 4.932278108944893e-07, 'aging': 1.4650000000000002e-06, 'total': 5.1135593717397156e-05}",429228004229873.0,0.0006283705544497918,0.49980259157336965,0.5001974084266304,429228004229873.0,0.0009870421331518997,0.0009362278972944002,4.8811394864720014e-05,0.0005795591595850718,2.2995753385729452e-18
2931,2931.0,"{'time': 2931.0, 'dt': 1.0, 'elapsed_time': 2931.0, 'temperature': 300.0474258056325, 'magnetic': 5.0310120966480855e-05, 'laser_power': 1.0004826937140212, 'pressure': 101322.91503935434, 'humidity': 45.220487993305184}","{'white': 5.132414912681309e-05, 'random_walk': 8.17545798183178e-06, 'flicker': 2.961992102290294e-06, 'laser_phase': -1.2247529592376949e-06, 'qpn': -5.9721476393239504e-15, 'temperature': 9.485161126497133e-07, 'zeeman': 1.5506048324042642e-09, 'blackbody': 5.123201708119393e-07, 'aging': 1.4655e-06, 'total': 6.416473313401936e-05}",429228004229873.0,0.0006437238927190912,0.4997977681802831,0.5002022318197169,429228004229873.0,0.0010111590985845131,0.00098253792650955,5.11268963254775e-05,0.0005925969963936137,2.355762179121442e-18
2932,2932.0,"{'time': 2932.0, 'dt': 1.0, 'elapsed_time': 2932.0, 'temperature': 300.04111998385, 'magnetic': 5.048524775480691e-05, 'laser_power': 1.0003288647710857, 'pressure': 101321.893939405, 'humidity': 45.285832810305116}","{'white': -1.187622248674092e-05, 'random_walk': 1.0019762155036577e-05, 'flicker': 1.3688503197175617e-06, 'laser_phase': -3.382994803769031e-06, 'qpn': 4.185274611962359e-14, 'temperature': 8.223996770004761e-07, 'zeeman': 2.4262387740345546e-09, 'blackbody': 4.4418713998975753e-07, 'aging': 1.466e-06, 'total': -1.1355917181387986e-06}",429228004229873.0,0.0005914614046754749,0.499814186923896,0.500185813076104,429228004229873.0,0.0009290653805199556,0.0009494900756229888,4.947450378114944e-05,0.0005419869008943254,2.164503180976968e-18
2933,2933.0,"{'time': 2933.0, 'dt': 1.0, 'elapsed_time': 2933.0, 'temperature': 300.0468144149941, 'magnetic': 5.045758927870737e-05, 'laser_power': 1.000093813849101, 'pressure': 101321.48259778887, 'humidity': 45.37701855895334}","{'white': 4.492593740260235e-05, 'random_walk': 9.888751720483188e-06, 'flicker': -9.541115465596686e-07, 'laser_phase': -1.5070789890198933e-06, 'qpn': 5.814144291259476e-14, 'temperature': 9.362882998823353e-07, 'zeeman': 2.2879463935368282e-09, 'blackbody': 5.057140400790215e-07, 'aging': 1.4665e-06, 'total': 5.526428893200231e-05}",429228004229873.0,0.0005972511898263278,0.4998123680093733,0.5001876319906267,429228004229873.0,0.0009381599531334273,0.0009424876748277402,4.9124383741387014e-05,0.0005481268060849408,2.185691389863267e-18
